"","Paper_id","Group_RV","main_group","group_metric","Group_finelevel","summary_statement2"
"101",21,"Soil","Chemical","Soil Carbon, 0-20 cm depth","mono","21 A grided sampling of 56 acre fields study with 1 replications was conducted at 1 site from 2008-2009 in west central, MN investigating the effects of cover crops in a maize system (Krueger et al., 2013).  21 Plots received one of the following cover crop treatments: cereal rye cv. Rymin @ 126 kg/ha, winter fallow (control). 21 Cover crops were broadcasted in September. 21 Plots were an undescribed size. While the rye cover crop may have contributed to increased soil organic carbon concentration, the soil organic carbon in the fall of 2008 after rye was similar to previous years. This result, along with relatively high manure carbon additions (12 MG /ha) compared with rye aboveground biomass (0.9 MG / ha), suggests that one year of rye cover crop tilled into the soil was not likely the primary contributor to the observed increase in soil organic carbon concentration."
"102",22,"Pest Regulation","Weeds","Aboveground growth of weed community","mono","22 A split-plot randomized complete block design study with 4 replications was conducted at 1 site from 2010-2012 in Arlington, WI investigating the effects of cover crop termination and cover crops in a maize/soybean system (Silva, 2014).  22 Plots received one of the following cover crop treatments: winter triticale cv. Fridge @ 269 kg/ha, winter barley cv. McGregor @ 269 kg/ha, winter fallow (control), hairy vetch @ 33.6 kg/ha, cereal rye @ 269 kg/ha, Austrian winter peas @ 44.6 kg/ha. 22 Cover crops were no-till drilled in September. 22 Plots were 83.5396 sq m. In this two year study, each cover crop tested significantly reduced weed biomass compared to winter fallow  control. The cover crops that performed the best were winter rye (2010 & 2011), Austrian winter pea (2010, poor germination in 2011 led to no analysis of these plots), and Winter barley (2011 only). 22 A split-plot randomized complete block design study with 4 replications was conducted at 1 site from 2010-2012 in Arlington, WI investigating the effects of cover crop termination and cover crops in a maize/soybean system (Silva, 2014).  22 Plots received one of the following cover crop treatments: winter triticale cv. Fridge @ 269 kg/ha, winter barley cv. McGregor @ 269 kg/ha, winter fallow (control), hairy vetch @ 33.6 kg/ha, cereal rye @ 269 kg/ha, Austrian winter peas @ 44.6 kg/ha. 22 Cover crops were no-till drilled in September. 22 Plots were 83.5396 sq m. In this two year study, each cover crop tested significantly reduced weed biomass compared to winter fallow  control. The cover crops that performed the best were winter rye (2010 & 2011), Austrian winter pea (2010, untested in 2011), and Winter barley (2011 only)."
"103",22,"Pest Regulation","Weeds","Weed community (abundance of weeds)","mono","22 A split-plot randomized complete block design study with 4 replications was conducted at 1 site from 2010-2012 in Arlington, WI investigating the effects of cover crop termination and cover crops in a maize/soybean system (Silva, 2014).  22 Plots received one of the following cover crop treatments: winter triticale cv. Fridge @ 269 kg/ha, winter barley cv. McGregor @ 269 kg/ha, winter fallow (control), hairy vetch @ 33.6 kg/ha, cereal rye @ 269 kg/ha, Austrian winter peas @ 44.6 kg/ha. 22 Cover crops were no-till drilled in September. 22 Plots were 83.5396 sq m. In 2010, Austrian winter peas was the only cover crop species tested that reduced weed density more than winter fallow. In 2011, all cover crop species except winter triticale significantly reduced weed density compared to winter fallow. Austrian winter peas did not germinate well in the field."
"104",23,"Soil","Physical","Soil Water Content","mono","23 A randomized complete block design study with 2 replications was conducted at 3 sites from 2012-2013 at Agricultural Drainage Water Research Site, IA, Iowa State University Agronomy and Agricultural Engineering Research Farm, IA, Southeast Purdue Agricultural Center, IN investigating the effects of cash crop and cover crops in a maize/soybean system (Daigh et al., 2014).  23 Plots received one of the following cover crop treatments: winter fallow (control), cereal rye @ 100, 63, and 78 kg/ha dependent on site. 23 Cover crops were drilled in September. 23 Plots were 225 sq m or 324 sq m. Generally, rye cover crops increased soil water content at two sites included in this study. Where in the soil profile (0-20 cm) and when these increases occurred (relative to planting the cash crop) varied between sites. The greatest increases were observed at the site with the largest amount of rye biomass incorporated into the soil. 23 A randomized complete block design study with 2 replications was conducted at 3 sites from 2012-2013 at Agricultural Drainage Water Research Site, IA, Iowa State University Agronomy and Agricultural Engineering Research Farm, IA, Southeast Purdue Agricultural Center, IN investigating the effects of cash crop and cover crops in a maize/soybean system (Daigh et al., 2014).  23 Plots received one of the following cover crop treatments: winter fallow (control), cereal rye @ 100, 63, and 78 kg/ha dependent on site. 23 Cover crops were drilled in September. 23 Plots were 225 sq m or 324 sq m. Rye cover crop had no effect on soil water storage (0-80 cm depth) at one site while the other two sites increased in soil water storage early in the spring."
"105",24,"Crop Production","Yields","Grain (Maize)","mono","24 A farmer field study study with 1 replications was conducted at 1 site from 2012-2013 in Miami, OH investigating the effects of cover crops in a maize system (de Paul Obade & Lal, 2014).  24 Plots received one of the following cover crop treatments: winter fallow (control), cereal rye.  24 Plots were an undescribed size. Unreplicated study. Rye cover crops did not affect maize grain yields, soil organic carbon, or total nitrogen in soils. 24 A farmer field study study with 1 replications was conducted at 1 site from 2012-2013 in Miami, OH investigating the effects of cover crops in a maize system (de Paul Obade & Lal, 2014).  24 Plots received one of the following cover crop treatments: winter fallow (control), cereal rye.  24 Plots were an undescribed size. Unreplicated study. Rye cover crops did not affect grain yields, soil organic carbon, or total nitrogen in soils."
"106",24,"Soil","Chemical","Soil Carbon, 0-75 cm depth","mono","24 A farmer field study study with 1 replications was conducted at 1 site from 2012-2013 in Miami, OH investigating the effects of cover crops in a maize system (de Paul Obade & Lal, 2014).  24 Plots received one of the following cover crop treatments: winter fallow (control), cereal rye.  24 Plots were an undescribed size. Unreplicated study. Rye cover crops did not affect grain yields, soil organic carbon, or total nitrogen in soils."
"107",24,"Soil","Chemical","Total Nitrogen","mono","24 A farmer field study study with 1 replications was conducted at 1 site from 2012-2013 in Miami, OH investigating the effects of cover crops in a maize system (de Paul Obade & Lal, 2014).  24 Plots received one of the following cover crop treatments: winter fallow (control), cereal rye.  24 Plots were an undescribed size. Unreplicated study. Rye cover crops did not affect grain yields, soil organic carbon, or total nitrogen in soils."
"108",25,"Crop Production","Yields","Grain (Maize)","mono","25 A randomized complete block design study with 4 replications was conducted at 1 site from 2008-2012 in Boone County, IA investigating the effects of cropping system in a maize system (Jarchow et al., 2015).  25 Plots received one of the following cover crop treatments: winter fallow (control), cereal rye.  25 Plots were 729 sq m. In this four year study, grain biomass was unaffected by rye winter cover crop compared to winter fallow."
"109",25,"Crop Production","Yields","Root biomass","mono","25 A randomized complete block design study with 4 replications was conducted at 1 site from 2008-2012 in Boone County, IA investigating the effects of cropping system in a maize system (Jarchow et al., 2015).  25 Plots received one of the following cover crop treatments: winter fallow (control), cereal rye.  25 Plots were 729 sq m. Maize root biomass (0-100 cm depth) were unaffected by winter rye as a winter cover crop compared to winter fallow at the four sites included in this experiment."
"110",25,"Soil","Chemical","Phosphorous","mono","25 A randomized complete block design study with 4 replications was conducted at 1 site from 2008-2012 in Boone County, IA investigating the effects of cropping system in a maize system (Jarchow et al., 2015).  25 Plots received one of the following cover crop treatments: winter fallow (control), cereal rye.  25 Plots were 729 sq m. Rye cover crops had no effect on phosphorous inputs, removal, or balance compared to winter fallow."
"111",25,"Soil","Chemical","Postassium","mono","25 A randomized complete block design study with 4 replications was conducted at 1 site from 2008-2012 in Boone County, IA investigating the effects of cropping system in a maize system (Jarchow et al., 2015).  25 Plots received one of the following cover crop treatments: winter fallow (control), cereal rye.  25 Plots were 729 sq m. Rye cover crops had no effect on phosphorous inputs, removal, or balance compared to winter fallow."
