"Res_key","Paper_id","Duration","Loc_multi_results","Response_var","RV_trtspecifics","RV_depth","RV_year","Response_var_units","Stat_test","Stat_type","Trt1","Trt1_int","Trt1_int2","Trt1_value","Trt2","Trt2_int","Trt2_int2","Trt2_value","significance","finelevel_group","Trt1_name","Trt1_details","Trt2_name","Trt2_details","group_level1","group_level2","group_level3","nutrient_groups","Review"
290,130,"2000-2","0","maize stand count","","","1","1000 plants/ha","LSD","mean","0",NA,NA,49.9,"1",NA,"",45,"0.05","surfaceband_belowsurface","fertilizer dribbled-over-row (surface banded directly over crop row)","fertilizer dribbled-over-row (surface banded directly over crop row)","fertilizer applied directly in seed furrow (below surface, direct seed contact)","fertilizer applied directly in seed furrow (below surface, direct seed contact)","Crop Yields","Stand Count","Corn","Fertilizer Placement","Nutrient Management"
291,130,"2000-2","0","maize stand count","","","2","1000 plants/ha","LSD","mean","0",NA,NA,61,"1",NA,"",53.1,"0.05","surfaceband_belowsurface","fertilizer dribbled-over-row (surface banded directly over crop row)","fertilizer dribbled-over-row (surface banded directly over crop row)","fertilizer applied directly in seed furrow (below surface, direct seed contact)","fertilizer applied directly in seed furrow (below surface, direct seed contact)","Crop Yields","Stand Count","Corn","Fertilizer Placement","Nutrient Management"
292,130,"2000-2","0","V6 dry wt.","","","1","kg/ha","LSD","mean","0",NA,NA,212,"1",NA,"",186,"ns","surfaceband_belowsurface","fertilizer dribbled-over-row (surface banded directly over crop row)","fertilizer dribbled-over-row (surface banded directly over crop row)","fertilizer applied directly in seed furrow (below surface, direct seed contact)","fertilizer applied directly in seed furrow (below surface, direct seed contact)","Crop Yields","Crop Growth","Corn aboveground biomass","Fertilizer Placement","Nutrient Management"
293,130,"2000-2","0","V6 dry wt.","","","2","kg/ha","LSD","mean","0",NA,NA,432,"1",NA,"",341,"0.05","surfaceband_belowsurface","fertilizer dribbled-over-row (surface banded directly over crop row)","fertilizer dribbled-over-row (surface banded directly over crop row)","fertilizer applied directly in seed furrow (below surface, direct seed contact)","fertilizer applied directly in seed furrow (below surface, direct seed contact)","Crop Yields","Crop Growth","Corn aboveground biomass","Fertilizer Placement","Nutrient Management"
294,130,"2000-2","0","maize yield","","","1","Mg/ha","LSD","mean","0",NA,NA,8.15,"1",NA,"",7.59,"ns","surfaceband_belowsurface","fertilizer dribbled-over-row (surface banded directly over crop row)","fertilizer dribbled-over-row (surface banded directly over crop row)","fertilizer applied directly in seed furrow (below surface, direct seed contact)","fertilizer applied directly in seed furrow (below surface, direct seed contact)","Crop Yields","Grain Yields","Corn","Fertilizer Placement","Nutrient Management"
295,130,"2000-2","0","maize yield","","","2","Mg/ha","LSD","mean","0",NA,NA,5.77,"1",NA,"",5.2,"0.05","surfaceband_belowsurface","fertilizer dribbled-over-row (surface banded directly over crop row)","fertilizer dribbled-over-row (surface banded directly over crop row)","fertilizer applied directly in seed furrow (below surface, direct seed contact)","fertilizer applied directly in seed furrow (below surface, direct seed contact)","Crop Yields","Grain Yields","Corn","Fertilizer Placement","Nutrient Management"
296,131,"1993-1","0","maize yield","","","1","Mg/ha","contrasts","mean","0",NA,NA,10.8,"1",NA,"",10.7,"ns","uniform_variable","uniformly applied fertilizer (based upon the median value for the field)","uniformly applied fertilizer (based upon the median value for the field)","variable rate fertilizer (based upon interpolated values of the soil fertility within the plot)","variable rate fertilizer (based upon interpolated values of the soil fertility within the plot)","Crop Yields","Grain Yields","Corn","Fertilizer Placement","Nutrient Management"
297,131,"1993-1","0","soybean yield","","","1","Mg/ha","contrasts","mean","0",NA,NA,3.8,"1",NA,"",3.8,"ns","uniform_variable","uniformly applied fertilizer (based upon the median value for the field)","uniformly applied fertilizer (based upon the median value for the field)","variable rate fertilizer (based upon interpolated values of the soil fertility within the plot)","variable rate fertilizer (based upon interpolated values of the soil fertility within the plot)","Crop Yields","Grain Yields","Soybean","Fertilizer Placement","Nutrient Management"
298,132,"2001-2","0","soil ammonium","at maize planting","0-30 cm","1;2","log kg N/ha","LSD","mean","0",NA,NA,1.43,"1",NA,"",1.36,"0.1","timing_preplant_plant","early application of nitrogen fertilizer (preplanting & planting and/or V6 stage, March)","early application of nitrogen fertilizer (preplanting & planting and/or V6 stage, March)","late application of nitrogen fertilizer (no preplant fertilization, applied at planting and/or V6 stage)","late application of nitrogen fertilizer (no preplant fertilization, applied at planting and/or V6 stage)","Soil Nutrients","Ammonium","Early season (crop stages: preplanting to V6)","Application Timing","Nutrient Management"
299,132,"2001-2","0","soil nitrate","at maize planting","0-30 cm","1;2","log kg N/ha","LSD","mean","0",NA,NA,1.51,"1",NA,"",1.22,"0.1","timing_preplant_plant","early application of nitrogen fertilizer (preplanting & planting and/or V6 stage, March)","early application of nitrogen fertilizer (preplanting & planting and/or V6 stage, March)","late application of nitrogen fertilizer (no preplant fertilization, applied at planting and/or V6 stage)","late application of nitrogen fertilizer (no preplant fertilization, applied at planting and/or V6 stage)","Soil Nutrients","Nitrate","Early season (crop stages: preplanting to V6)","Application Timing","Nutrient Management"
300,132,"2001-2","0","total soil mineral nitrate","at maize planting","0-30 cm","1;2","log kg N/ha","LSD","mean","0",NA,NA,1.81,"1",NA,"",1.63,"0.1","timing_preplant_plant","early application of nitrogen fertilizer (preplanting & planting and/or V6 stage, March)","early application of nitrogen fertilizer (preplanting & planting and/or V6 stage, March)","late application of nitrogen fertilizer (no preplant fertilization, applied at planting and/or V6 stage)","late application of nitrogen fertilizer (no preplant fertilization, applied at planting and/or V6 stage)","Soil Nutrients","Nitrate","Early season (crop stages: preplanting to V6)","Application Timing","Nutrient Management"
301,132,"2001-2","0","soil ammonium","maize V6 stage","0-30 cm","1;2","log kg N/ha","LSD","mean","2",NA,NA,1.7,"3",NA,"",1.46,"0.05","split_plant_plantV6","nitrogen fertilizer applied at planting only","nitrogen fertilizer applied at planting only","nitrogen fertilizer applied at planting and V6 ","nitrogen fertilizer applied at planting and V6 ","Soil Nutrients","Ammonium","Early season (crop stages: preplanting to V6)","Application Timing","Nutrient Management"
302,132,"2001-2","0","soil ammonium","maize V6 stage","0-30 cm","1;2","log kg N/ha","LSD","mean","2",NA,NA,1.7,"4",NA,"",1.36,"0.05","split_plant_V6","nitrogen fertilizer applied at planting only","nitrogen fertilizer applied at planting only","nitrogen fertilizer applied at V6 only","nitrogen fertilizer applied at V6 only","Soil Nutrients","Ammonium","Early season (crop stages: preplanting to V6)","Application Timing","Nutrient Management"
303,132,"2001-2","0","soil ammonium","maize V6 stage","0-30 cm","1;2","log kg N/ha","LSD","mean","4",NA,NA,1.36,"3",NA,"",1.46,"ns","split_V6_plantV6","nitrogen fertilizer applied at V6 only","nitrogen fertilizer applied at V6 only","nitrogen fertilizer applied at planting and V6 ","nitrogen fertilizer applied at planting and V6 ","Soil Nutrients","Ammonium","Early season (crop stages: preplanting to V6)",NA,"Nutrient Management"
304,132,"2001-2","0","soil nitrate","maize V6 stage","0-30 cm","1;2","log kg N/ha","LSD","mean","2",NA,NA,2.15,"3",NA,"",2.08,"ns","split_plant_plantV6","nitrogen fertilizer applied at planting only","nitrogen fertilizer applied at planting only","nitrogen fertilizer applied at planting and V6 ","nitrogen fertilizer applied at planting and V6 ","Soil Nutrients","Nitrate","Early season (crop stages: preplanting to V6)","Application Timing","Nutrient Management"
305,132,"2001-2","0","soil nitrate","maize V6 stage","0-30 cm","1;2","log kg N/ha","LSD","mean","2",NA,NA,2.15,"4",NA,"",1.78,"0.05","split_plant_V6","nitrogen fertilizer applied at planting only","nitrogen fertilizer applied at planting only","nitrogen fertilizer applied at V6 only","nitrogen fertilizer applied at V6 only","Soil Nutrients","Nitrate","Early season (crop stages: preplanting to V6)","Application Timing","Nutrient Management"
306,132,"2001-2","0","soil nitrate","maize V6 stage","0-30 cm","1;2","log kg N/ha","LSD","mean","4",NA,NA,1.78,"3",NA,"",2.08,"0.05","split_V6_plantV6","nitrogen fertilizer applied at V6 only","nitrogen fertilizer applied at V6 only","nitrogen fertilizer applied at planting and V6 ","nitrogen fertilizer applied at planting and V6 ","Soil Nutrients","Nitrate","Early season (crop stages: preplanting to V6)",NA,"Nutrient Management"
307,132,"2001-2","0","total soil mineral nitrate","maize V6 stage","0-30 cm","1;2","log kg N/ha","LSD","mean","2",NA,NA,2.29,"3",NA,"",2.18,"ns","split_plant_plantV6","nitrogen fertilizer applied at planting only","nitrogen fertilizer applied at planting only","nitrogen fertilizer applied at planting and V6 ","nitrogen fertilizer applied at planting and V6 ","Soil Nutrients","Nitrate","Early season (crop stages: preplanting to V6)","Application Timing","Nutrient Management"
308,132,"2001-2","0","total soil mineral nitrate","maize V6 stage","0-30 cm","1;2","log kg N/ha","LSD","mean","2",NA,NA,2.29,"4",NA,"",1.94,"0.05","split_plant_V6","nitrogen fertilizer applied at planting only","nitrogen fertilizer applied at planting only","nitrogen fertilizer applied at V6 only","nitrogen fertilizer applied at V6 only","Soil Nutrients","Nitrate","Early season (crop stages: preplanting to V6)","Application Timing","Nutrient Management"
309,132,"2001-2","0","total soil mineral nitrate","maize V6 stage","0-30 cm","1;2","log kg N/ha","LSD","mean","4",NA,NA,1.94,"3",NA,"",2.18,"0.05","split_V6_plantV6","nitrogen fertilizer applied at V6 only","nitrogen fertilizer applied at V6 only","nitrogen fertilizer applied at planting and V6 ","nitrogen fertilizer applied at planting and V6 ","Soil Nutrients","Nitrate","Early season (crop stages: preplanting to V6)",NA,"Nutrient Management"
310,132,"2001-2","0","soil ammonium","maize R1 stage","0-30 cm","1;2","log kg N/ha","LSD","mean","0",NA,NA,1.65,"1",NA,"",1.72,"ns","timing_preplant_plant","early application of nitrogen fertilizer (preplanting & planting and/or V6 stage, March)","early application of nitrogen fertilizer (preplanting & planting and/or V6 stage, March)","late application of nitrogen fertilizer (no preplant fertilization, applied at planting and/or V6 stage)","late application of nitrogen fertilizer (no preplant fertilization, applied at planting and/or V6 stage)","Soil Nutrients","Ammonium","Mid season (crop stages: V7 to R1)","Application Timing","Nutrient Management"
311,132,"2001-2","0","soil nitrate","maize R1 stage","0-30 cm","1;2","log kg N/ha","LSD","mean","0",NA,NA,1.94,"1",NA,"",2.04,"ns","timing_preplant_plant","early application of nitrogen fertilizer (preplanting & planting and/or V6 stage, March)","early application of nitrogen fertilizer (preplanting & planting and/or V6 stage, March)","late application of nitrogen fertilizer (no preplant fertilization, applied at planting and/or V6 stage)","late application of nitrogen fertilizer (no preplant fertilization, applied at planting and/or V6 stage)","Soil Nutrients","Nitrate","Mid season (crop stages: V7 to R1)","Application Timing","Nutrient Management"
312,132,"2001-2","0","total soil mineral nitrate","maize R1 stage","0-30 cm","1;2","log kg N/ha","LSD","mean","0",NA,NA,2.17,"1",NA,"",2.26,"0.1","timing_preplant_plant","early application of nitrogen fertilizer (preplanting & planting and/or V6 stage, March)","early application of nitrogen fertilizer (preplanting & planting and/or V6 stage, March)","late application of nitrogen fertilizer (no preplant fertilization, applied at planting and/or V6 stage)","late application of nitrogen fertilizer (no preplant fertilization, applied at planting and/or V6 stage)","Soil Nutrients","Nitrate","Mid season (crop stages: V7 to R1)","Application Timing","Nutrient Management"
313,132,"2001-2","0","soil ammonium","maize R1 stage","0-30 cm","1;2","log kg N/ha","LSD","mean","2",NA,NA,1.58,"3",NA,"",1.68,"ns","split_plant_plantV6","nitrogen fertilizer applied at planting only","nitrogen fertilizer applied at planting only","nitrogen fertilizer applied at planting and V6 ","nitrogen fertilizer applied at planting and V6 ","Soil Nutrients","Ammonium","Mid season (crop stages: V7 to R1)","Application Timing","Nutrient Management"
314,132,"2001-2","0","soil ammonium","maize R1 stage","0-30 cm","1;2","log kg N/ha","LSD","mean","2",NA,NA,1.58,"4",NA,"",1.79,"0.05","split_plant_V6","nitrogen fertilizer applied at planting only","nitrogen fertilizer applied at planting only","nitrogen fertilizer applied at V6 only","nitrogen fertilizer applied at V6 only","Soil Nutrients","Ammonium","Mid season (crop stages: V7 to R1)","Application Timing","Nutrient Management"
315,132,"2001-2","0","soil ammonium","maize R1 stage","0-30 cm","1;2","log kg N/ha","LSD","mean","4",NA,NA,1.79,"3",NA,"",1.68,"ns","split_V6_plantV6","nitrogen fertilizer applied at V6 only","nitrogen fertilizer applied at V6 only","nitrogen fertilizer applied at planting and V6 ","nitrogen fertilizer applied at planting and V6 ","Soil Nutrients","Ammonium","Mid season (crop stages: V7 to R1)",NA,"Nutrient Management"
