uid,title,journal,issue,volume,pages,date,year,authors,keywords,doi,article_no,isi_id,issn,isbn
WOS:000316505100007,Environmental and economic implications of various conservative agricultural practices in the Upper Little Miami River basin,AGRICULTURAL WATER MANAGEMENT,NA,119,65-79,MAR,2013,"Naramngam, Sarawuth | Tong, Susanna T. Y.",Farming practices | Flow | Water quality | Modeling | Farming economics | SWAT,10.1016/j.agwat.2012.12.008,NA,111EV,0378-3774,NA
WOS:000280030300029,One-Time Tillage of No-Till Crop Land Five Years Post-Tillage,AGRONOMY JOURNAL,4,102,1302-1307,JUL-AUG,2010,"Wortmann, C. S. | Drijber, R. A. | Franti, T. G.",,10.2134/agronj2010.0051,NA,627HO,0002-1962,NA
WOS:000266682200023,Short-term effects of tillage and manure on some soil physical properties and maize root growth in a sandy loam soil in western Iran,SOIL & TILLAGE RESEARCH,1,104,173-179,JUN,2009,"Mosaddeghi, M. R. | Mahboubi, A. A. | Safadoust, A.",Bulk density | Chisel plow | Cone index | Maize | Manure | Mechanical impedance | Moldboard plow | No-till | Root length density,10.1016/j.still.2008.10.011,NA,454LA,0167-1987,NA
WOS:000077836400031,Tillage impacts on depth distribution of total and particulate organic matter in three Illinois soils,SOIL SCIENCE SOCIETY OF AMERICA JOURNAL,6,62,1704-1711,NOV-DEC,1998,"Wander, MM | Bidart, MG | Aref, S",,NA,NA,153MG,0361-5995,NA
WOS:000387811300006,Long-term nitrous oxide fluxes in annual and perennial agricultural and unmanaged ecosystems in the upper Midwest USA,GLOBAL CHANGE BIOLOGY,11,22,3594-3607,NOV,2016,"Gelfand, Ilya | Shcherbak, Iuri I. | Millar, Neville | Kravchenko, Alexandra N. | Robertson, G. Philip",corn | cover crops | crop type | forest | nitrogen fertilizer | no-till | rotation phase | soybean | succession | wheat,10.1111/gcb.13426,NA,EC0SP,1354-1013,NA
WOS:000232685800005,Assessing the impact of changes in climate and CO2 on potential carbon sequestration in agricultural soils,GEOPHYSICAL RESEARCH LETTERS,19,32,,OCT 12,2005,"Jain, AK | West, TO | Yang, XJ | Post, WM",,10.1029/2005GL023922,NA,975TP,0094-8276,NA
WOS:A1992HD78000005,"WINTER COVER CROP SUPPRESSION PRACTICES AND NATURAL ENEMIES OF ARMYWORM (LEPIDOPTERA, NOCTUIDAE) IN NO-TILL CORN",ENVIRONMENTAL ENTOMOLOGY,1,21,41-49,FEB,1992,"LAUB, CA | LUNA, JM",INSECTA | ARMYWORM | NATURAL ENEMIES | CROPPING SYSTEMS,NA,NA,HD780,0046-225X,NA
WOS:000252583400001,Impact of fall and early spring herbicide applications on insect populations and soil conditions in no-till soybean,CROP PROTECTION,2,27,143-150,FEB,2008,"Monnig, Nicholas | Bradley, Kevin W.",Allocoris pulicaria | fall herbicide applications | herbicide application timing | negro bug | no-till | soil moisture | soil temperature | weed-insect interactions | winter annuals,10.1016/j.cropro.2007.04.018,NA,254JR,0261-2194,NA
WOS:000349895300006,Soil and crop response to stover removal from rainfed and irrigated corn,GLOBAL CHANGE BIOLOGY BIOENERGY,2,7,219-230,MAR,2015,"Kenney, Ian | Blanco-Canqui, Humberto | Presley, Deann R. | Rice, Charles W. | Janssen, Keith | Olson, Brian",stover removal | water erosion | soil aggregation | soil carbon | irrigation,10.1111/gcbb.12128,NA,CB8QI,1757-1693,NA
WOS:000402514900025,Long-term no-till and stover retention each decrease the global warming potential of irrigated continuous corn,GLOBAL CHANGE BIOLOGY,7,23,2848-2862,JUL,2017,"Jin, Virginia L. | Schmer, Marty R. | Stewart, Catherine E. | Sindelar, Aaron J. | Varvel, Gary E. | Wienhold, Brian J.",conventional tillage | global warming potential | greenhouse gas intensity | methane | nitrous oxide | no-till | soil organic carbon | stover removal,10.1111/gcb.13637,NA,EW4ZQ,1354-1013,NA
WOS:000221322300021,Modeling sediment and phosphorus losses in an agricultural watershed to meet TMDLs,JOURNAL OF THE AMERICAN WATER RESOURCES ASSOCIATION,2,40,533-543,APR,2004,"Dalzell, BJ | Gowda, PH | Mulla, DJ",water quality | TMDL | nonpoint source pollution | best management practices (BMPs) | agriculture tillage,NA,NA,819NR,1093-474X,NA
WOS:000257503900005,EPIC Modeling of soil organic carbon sequestration in croplands of lowa,JOURNAL OF ENVIRONMENTAL QUALITY,4,37,1345-1353,JUL-AUG,2008,"Causarano, Hector J. | Doraiswarny, Paul C. | McCarty, Gregory W. | Hatfield, Jerry L. | Milak, Sushil | Stern, Alan. J.",,10.2134/jeq2007.0277,NA,324FU,1537-2537,NA
WOS:000288261100004,"Influence of Residue Management and Tillage Systems on Carbon Sequestration and Nitrogen, Phosphorus, and Potassium Dynamics of Soil and Plant and Wheat Production in Semi-arid Region",COMMUNICATIONS IN SOIL SCIENCE AND PLANT ANALYSIS,5,42,528-547,NA,2011,"Iqbal, Muhammad | Anwar-ul-Hassan | van Es, Harold M.",K | mulch | N | OM content | P | SOC | tillage,10.1080/00103624.2011.546929,NA,733KH,0010-3624,NA
WOS:A1996UW89000037,Vegetation management and interrill erosion in no-till corn following alfalfa,SOIL SCIENCE SOCIETY OF AMERICA JOURNAL,4,60,1217-1222,JUL-AUG,1996,"Gallagher, AV | Wollenhaupt, NC | Bosworth, AH",,NA,NA,UW890,0361-5995,NA
WOS:A1991FH88300005,MAIZE HYBRID RESPONSE TO TILLAGE UNDER IRRIGATED AND DRYLAND CONDITIONS,FIELD CROPS RESEARCH,1,26,57-66,MAR,1991,"WILHELM, WW | HINZE, MR | GARDNER, CO",,NA,NA,FH883,0378-4290,NA
WOS:000288233600018,ASSESSING BEST MANAGEMENT PRACTICE IMPLEMENTATION STRATEGIES UNDER CLIMATE CHANGE SCENARIOS,TRANSACTIONS OF THE ASABE,1,54,171-190,JAN-FEB,2011,"Woznicki, S. A. | Nejadhashemi, A. P. | Smith, C. M.",Best management practices | Climate change | NPS | SWAT,NA,NA,733AU,2151-0032,NA
WOS:000349895300012,Nitrogen and harvest effects on soil properties under rainfed switchgrass and no-till corn over 9 years: implications for soil quality,GLOBAL CHANGE BIOLOGY BIOENERGY,2,7,288-301,MAR,2015,"Stewart, Catherine E. | Follett, Ronald F. | Pruessner, Elizabeth G. | Varvel, Gary E. | Vogel, Kenneth P. | Mitchell, Robert B.","harvest timing | no-till corn | P, K, N fertilizer | residue removal | soil C sequestration | soil organic C | switchgrass",10.1111/gcbb.12142,NA,CB8QI,1757-1693,NA
WOS:000291535500018,Fungal colonization in soils with different management histories: modeling growth in three-dimensional pore volumes,ECOLOGICAL APPLICATIONS,4,21,1202-1210,JUN,2011,"Kravchenko, Alexandra | Falconer, Ruth E. | Grinev, Dmitri | Otten, Wilfred","conventional tillage | fungal growth model | fungal invasions | LTER site | southeastern Michigan, USA | native-succession vegetation | no-till agriculture | three-dimensional pore space | X-ray microtomography",NA,NA,776LE,1051-0761,NA
WOS:A1995RJ07000001,YIELD AND NITROGEN UPTAKE OF MONOCROPPED MAIZE FROM A LONG-TERM TILLAGE EXPERIMENT ON A POORLY DRAINED SOIL,SOIL & TILLAGE RESEARCH,3,34,145-156,JUN,1995,"IRAGAVARAPU, TK | RANDALL, GW",POORLY DRAINED SOILS | FINE-TEXTURED SOILS | DELAYED MATURITY | MOLDBOARD PLOW | NO TILLAGE,NA,NA,RJ070,0167-1987,NA
WOS:000228820200005,Soil organic carbon sequestration rates in two long-term no-till experiments in Ohio,SOIL SCIENCE,4,170,280-291,APR,2005,"Jarecki, MK | Lal, R",greenhouse gases | desurfaced soil | mulching | compost | temperature | precipitation | soil moisture | alfisol | western Ohio | carbon sequestration | no-till | soil physical properties | soil organic matter depletion | greenhouse effect | soil aggregation,10.1097/01.ss.0000162286.95137.70,NA,922EW,0038-075X,NA
WOS:A1994QC62100036,YIELD AND NITROGEN REQUIREMENT OF NO-TILLAGE CORN AS INFLUENCED BY CULTURAL-PRACTICES,AGRONOMY JOURNAL,6,86,1119-1123,NOV-DEC,1994,"ECKERT, DJ | MARTIN, VL",,NA,NA,QC621,0002-1962,NA
WOS:000088545000011,A bioeconomic model of farm management practices and environmental effluents in the western Lake Erie Basin,JOURNAL OF SOIL AND WATER CONSERVATION,2,55,177-182,NA,2000,"Forster, DL | Smith, EC | Hite, D",conservation tillage | economic analysis | environmental impacts | Lake Erie Basin,NA,NA,340QC,0022-4561,NA
WOS:000173484300008,Radionuclides as indicators of sediment transport in agricultural watersheds that drain to Lake Erie,JOURNAL OF ENVIRONMENTAL QUALITY,1,31,62-72,JAN-FEB,2002,"Matisoff, G | Bonniwell, EC | Whiting, PJ",,NA,NA,515FG,0047-2425,NA
WOS:000271036700010,Cost-effectiveness and cost-benefit analysis of conservation management practices for sediment reduction in an Iowa agricultural watershed,JOURNAL OF SOIL AND WATER CONSERVATION,5,64,314-323,SEP-OCT,2009,"Zhou, X. | Helmers, M. J. | Al-Kaisi, M. | Hanna, H. M.",cost-benefit analysis | cost-effectiveness | filter strips | grassed waterways | soil erosion | terraces,10.2489/jswc.64.5.314,NA,509RT,0022-4561,NA
WOS:000313661400034,Assessing the Extent of Conservation Tillage In Agricultural Landscapes,"REMOTE SENSING FOR AGRICULTURE, ECOSYSTEMS, AND HYDROLOGY XIV",NA,8531,,NA,2012,"Daughtry, C. S. T. | Beeson, P. C. | Milak, S. | Akhmedov, B. | Sadeghi, A. M. | Hunt, E. R., Jr. | Tomer, M. D.",Crop residue | soil tillage | remote sensing | bio-fuel | soil erosion modeling | water quality modeling,10.1117/12.974611,NA,BDL51,0277-786X,NA
WOS:000228618400009,Soil organic carbon changes after 12 years of no-tillage and tillage of Grantsburg soils in southern Illinois,SOIL & TILLAGE RESEARCH,2,81,217-225,APR,2005,"Olson, KR | Lang, JM | Ebelhar, SA",organic carbon | soil erosion | soil loss | tillage | no-tillage,10.1016/j.still.2004.09.009,NA,919LB,0167-1987,NA
WOS:000257757700016,Modeling long-term soil losses on agricultural fields due to ephemeral gully erosion,JOURNAL OF SOIL AND WATER CONSERVATION,4,63,173-181,JUL-AUG,2008,"Gordon, L. M. | Bennett, S. J. | Alonso, C. V. | Bingner, R. L.",conservation practices | ephemeral gully erosion | tillage erosion | watershed modeling,NA,NA,327VX,0022-4561,NA
WOS:000308931700020,Sediment Removal by Prairie Filter Strips in Row-Cropped Ephemeral Watersheds,JOURNAL OF ENVIRONMENTAL QUALITY,5,41,1531-1539,SEP,2012,"Helmers, Matthew J. | Zhou, Xiaobo | Asbjornsen, Heidi | Kolka, Randy | Tomer, Mark D. | Cruse, Richard M.",,10.2134/jeq2011.0473,NA,008BI,0047-2425,NA
WOS:000418422500016,Quantifying the interactions of land management practices and agricultural productivity using a soil quality index,SOIL USE AND MANAGEMENT,4,33,639-652,DEC,2017,"Obade, V. de Paul",Agroecosystems | dendrogram | homogeneity | index,10.1111/sum.12379,NA,FQ5SY,0266-0032,NA
WOS:000274614600006,Endogeic and anecic earthworm abundance in six Midwestern cropping systems,APPLIED SOIL ECOLOGY,2,44,147-155,FEB,2010,"Simonsen, Jonathan | Posner, Joshua | Rosemeyer, Martha | Baldock, Jon",Endogeic earthworms | Anecic earthworms | Cropping systems | Tillage | Manure | Midwestern USA,10.1016/j.apsoil.2009.11.005,NA,556TG,0929-1393,NA
WOS:000169052000007,Measurements and modeling of carbon and nitrogen cycling in agroecosystems of southern Wisconsin: Potential for SOC sequestration during the next 50 years,ECOSYSTEMS,3,4,237-258,APR,2001,"Kucharik, CJ | Brye, KR | Norman, JM | Foley, JA | Gower, ST | Bundy, LG",prairie restoration | carbon sequestration | agroecosystems | nitrogen budget | IBIS | landuse change,NA,NA,438KJ,1432-9840,NA
WOS:000330767600031,EFFECTS OF TOPOGRAPHIC FEEDBACK ON EROSION AND DEPOSITION PREDICTION,TRANSACTIONS OF THE ASABE,2,56,727-736,NA,2013,"Dabney, S. M. | Vieira, D. A. N. | Yoder, D. C.",Deposition | Ephemeral gully | Erosion | GIS | Grass hedge | LiDAR | RUSLE | Vegetative barrier,NA,NA,AA0EH,2151-0032,NA
WOS:000251022000005,Evaluation of laboratory-measured soil properties as indicators of soil physical quality,SOIL SCIENCE,11,172,895-912,NOV,2007,"Moebius, Bianca N. | van Es, Harold M. | Schindelbeck, Rohert R. | Idowu, Omololu J. | Clune, Daniel J. | Thies, Janice E.",aggregate stability | minimum data set | soil quality | soil physical properties | tillage,10.1097/ss.ObO13e3181546520,NA,232LU,0038-075X,NA
WOS:000409298400017,"Soil Organic Carbon Changes Impacted by Crop Rotational Diversity under No-Till Farming in South Dakota, USA",SOIL SCIENCE SOCIETY OF AMERICA JOURNAL,4,81,868-877,JUL-AUG,2017,"Alhameid, Abdullah | Ibrahim, Mostafa | Kumar, Sandeep | Sexton, Peter | Schumacher, T. E.",,10.2136/sssaj2016.04.0121,NA,FF8WL,0361-5995,NA
WOS:000353637200008,Upper Midwest Climate Variations: Farmer Responses to Excess Water Risks,JOURNAL OF ENVIRONMENTAL QUALITY,3,44,810-822,MAY-JUN,2015,"Morton, Lois Wright | Hobbs, Jonathan | Arbuckle, J. Gordon | Loy, Adam",,10.2134/jeq2014.08.0352,NA,CG9LP,0047-2425,NA
WOS:000180360300004,Effects of farmyard manure and tillage systems on soil physical properties and corn yield in central Iran,SOIL & TILLAGE RESEARCH,2,68,101-108,DEC,2002,"Shirani, H | Hajabbasi, MA | Afyuni, M | Hemmat, A",farmyard manure | moldboard plowing | disk harrowing | soil physical property | corn,NA,NA,634UR,0167-1987,NA
WOS:000226854400006,Land-use effects on anion-associated cation leaching in response to above-normal precipitation,ACTA HYDROCHIMICA ET HYDROBIOLOGICA,3,32,235-248,SEP,2004,"Brye, KR | Norman, JM",soil leachate | lysimeter | prairie | chisel plow | no tillage | nitrogen fertilization,10.1002/aheh.200300534,NA,895IM,0323-4320,NA
WOS:000224563400011,Potential and limitations of management practices to reduce nutrient losses,"TOTAL MAXIMUM DAILY LOAD (TMDL): ENVIRONMENTAL REGULATIONS II, PROCEEDINGS",NA,NA,74-79,NA,2003,"Baker, JL | ASAE",water quality | nitrogen | phosphorus | best management practices | tillage | cropping | fertilizer | manure | hydrology | subsurface drainage | nonpoint pollution,NA,NA,BBB58,NA,1-892769-35-2
WOS:000084993900023,No-tillage corn hybrids response to starter fertilizer,JOURNAL OF PRODUCTION AGRICULTURE,4,12,676-680,OCT-DEC,1999,"Buah, SSJ | Polito, TA | Killorn, R",,NA,NA,278MQ,0890-8524,NA
WOS:000383316400006,"Multispectral satellite mapping of crop residue cover and tillage intensity in, Iowa",JOURNAL OF SOIL AND WATER CONSERVATION,5,71,385-395,SEP-OCT,2016,"Beeson, P. C. | Daughtry, C. S. T. | Hunt, E. R., Jr. | Akhmedov, B. | Sadeghi, A. M. | Karlen, D. L. | Tomer, M. D.",conservation agriculture | conservation tillage | maize | remote sensing,10.2489/jswc.71.5.385,NA,DW0FN,0022-4561,NA
WOS:000368342900026,Long-Term Corn and Soybean Response to Crop Rotation and Tillage,AGRONOMY JOURNAL,6,107,2241-2252,NOV-DEC,2015,"Sindelar, Aaron J. | Schmer, Marty R. | Jin, Virginia L. | Wienhold, Brian J. | Varvel, Gary E.",,10.2134/agronj15.0085,NA,DB2ML,0002-1962,NA
WOS:000248022500014,Placement of preplant liquid nitrogen and phosphorus fertilizer and nitrogen rate affects no-till wheat following different summer crops,AGRONOMY JOURNAL,4,99,1009-1017,JUL-AUG,2007,"Kelley, K. W. | Sweeney, D. W.",,10.2134/agronj2006.0240,NA,189XS,0002-1962,NA
WOS:000291774300004,No-tillage increases soil profile carbon and nitrogen under long-term rainfed cropping systems,SOIL & TILLAGE RESEARCH,1,114,28-36,JUL,2011,"Varvel, G. E. | Wilhelm, W. W.",Soil organic carbon | Soil nitrogen | Tillage | Cropping systems,10.1016/j.still.2011.03.005,NA,779JQ,0167-1987,NA
WOS:000230218500005,Erosional effects on soil physical properties in an on-farm study on alfisols in west central Ohio,SOIL SCIENCE,6,170,445-456,JUN,2005,"Shukla, MK | Lal, R",infiltration rate | soil moisture characteristics | water stable aggregation | soil erosion | deposition | soil quality,10.1097/01.ss.0000171667.60883.f2,NA,941MI,0038-075X,NA
WOS:A1997XH42700001,Application timing affects weed control with metolachlor plus atrazine in no-till corn (Zea mays),WEED TECHNOLOGY,2,11,207-211,APR-JUN,1997,"Johnson, WG | Defelice, MS | Holman, CS","atrazine | 6-chloro-N-ethyl-N'-(1-methylethyl)-1,3,5-triazine-2,4-diamine | dicamba | 3,6-dichloro-2-methoxybenzoic acid | metolachlor | 2-chloro-N-(2-ethyl-6-methylphenyl)-N-(2-methoxy-1-methyethyl)acetamide | common cocklebur | Xanthium strumarium XANST | common lambsquarters | Chenopodium album L CHEAL | fall panicum | Panicum dichotomiflorum Michx PANDI | giant foxtail | Setaria faberi L SETFA | velvetleaf | Abutilon theophrasti ABUTH | corn | Zea mays L.'Pioneer 3379' and 'Pioneer 3394' | herbicide timing in field corn | ABUTH | CHEAL | PANDI | SETFA | XANST",NA,NA,XH427,0890-037X,NA
WOS:000229507800018,Cropping system and nitrogen dynamics under a cereal winter cover crop preceding corn,PLANT AND SOIL,1-2,268,209-219,JAN,2005,"Crandall, SM | Ruffo, ML | Bollero, GA",cereal rye | kill date | mineral nitrogen | nitrogen management | winter cover crop,10.1007/s11104-004-0272-x,NA,931TG,0032-079X,NA
WOS:000295313500004,Testing DNDC model for simulating soil respiration and assessing the effects of climate change on the CO2 gas flux from Irish agriculture,GLOBAL AND PLANETARY CHANGE,3-4,78,106-115,AUG-SEP,2011,"Abdalla, M. | Kumar, S. | Jones, M. | Burke, J. | Williams, M.",soil respiration | spring barley | soil tillage | pasture | DNDC,10.1016/j.gloplacha.2011.05.011,NA,825WT,0921-8181,NA
WOS:000171533700003,Row spacing affects grain yield and other agronomic characters of proso millet,COMMUNICATIONS IN SOIL SCIENCE AND PLANT ANALYSIS,13-14,32,2021-2032,NA,2001,"Agdag, M | Nelson, L | Baltensperger, D | Lyon, D | Kachman, S",,NA,NA,481RM,0010-3624,NA
WOS:000377805000033,Soybean Spatiotemporal Yield and Economic Variability as Affected by Tillage and Crop Rotation,AGRONOMY JOURNAL,3,108,1267-1280,MAY-JUN,2016,"Al-Kaisi, Mahdi M. | Archontoulis, Sotirios | Kwaw-Mensah, David",,10.2134/agronj2015.0363,NA,DO5DY,0002-1962,NA
WOS:000250352500028,Influence of fall and early spring herbicide applications on winter and summer annual weed populations in no-till soybean,WEED TECHNOLOGY,3,21,724-731,JUL-SEP,2007,"Monnig, Nicholas | Bradley, Kevin W.",fall herbicide applications | herbicide application timing | no-till | weed biomass | weed emergence | winter annuals,10.1614/WT-06-157.1,NA,223EN,0890-037X,NA
WOS:000250180400002,"Residue, respiration, and residuals: Evaluation of a dynamic agroecosystem model using eddy flux measurements and biometric data",AGRICULTURAL AND FOREST METEOROLOGY,3-4,146,134-158,OCT 10,2007,"Kucharik, Christopher J. | Twine, Tracy E.",agriculture | residue | respiration | energy balance | carbon flux | modeling,10.1016/j.agrformet.2007.05.011,NA,220TO,0168-1923,NA
WOS:000311262400009,"Soil Greenhouse Gas Emissions Affected by Irrigation, Tillage, Crop Rotation, and Nitrogen Fertilization",JOURNAL OF ENVIRONMENTAL QUALITY,6,41,1774-1786,NOV-DEC,2012,"Sainju, Upendra M. | Stevens, William B. | Caesar-TonThat, Thecan | Liebig, Mark A.",,10.2134/jeq2012.0176,NA,039QU,0047-2425,NA
WOS:000166182800015,Rhizobacteria associated with weed seedlings in different cropping systems,WEED SCIENCE,6,48,734-741,NOV-DEC,2000,"Li, JM | Kremer, RJ","Amaranthus retroflexus L. AMARE, redroot pigweed | Ipomoea hederacea (L.) Jacq. IPOHE, ivyleaf morningglory | Setaria faberi Herrm. SETFA, giant foxtail | Zea mays L., corn | Lactuca sativa L. 'Blackseeded simpson', lettuce | Glycine max (L.) Merr., soybean | Fragaria virginiana L., strawberry | Triticum aestivum L., wheat | fertility management | integrated weed management | soil microorganisms | soil organic matter | crop rotation | tillage | L. sativa bioassay",NA,NA,388LT,0043-1745,NA
WOS:000221350100001,Transport of labile carbon in runoff as affected by land use and rainfall characteristics,SOIL & TILLAGE RESEARCH,2,77,111-123,JUN,2004,"Jacinthe, PA | Lal, R | Owens, LB | Hothem, DL",labile carbon | runoff | rainfall energy | tillage,10.1016/j.still.2003.11.004,NA,819XR,0167-1987,NA
