Res_key,Review_id,Paper_id,Duration,Loc_multi_results,Response_var,RV_trtspecifics,RV_depth,RV_year,Response_var_units,Stat_test,Stat_type,Trt1,Trt1_int,Trt1_int2,Trt1_value,Trt2,Trt2_int,Trt2_int2,Trt2_value,significance,finelevel_group,Trt1_name,Trt1_details,Trt2_name,Trt2_details,Tillage_1,Tillage_2,group_level1,group_level2,group_level3,per_change,actual_diff,sample_depth,sample_year,nutrient_groups,Trt_1name,Trt_2name,Trt_compare,Review
249,,126,1999-2,0,soybean tissue nitrogen concentration,,,1,g/kg,ANOVA,mean,0,3,4,31.2,1,3,4,31.1,ns,surface_interrow,surface-broadcast polymer coated urea at 45 kg/ha rate,surface-broadcast polymer coated urea at 45 kg/ha rate,interrow banded polymer coated urea at 45 kg/ha rate where banding occurred in a narrow trench of soil 5 cm wide by 5 cm deep located midway between every other soybean row,,,,Crop Yields,Crop Nutrient Content,Soybean nitrogen content of aboveground biomass,-0.320512821,-0.1,NA,,Fertilizer Placement,Broadcast,Banded,,Nutrient Management
249,,126,1999-2,0,soybean tissue nitrogen concentration,,,2,g/kg,ANOVA,mean,0,3,4,31.2,1,3,4,31.1,ns,surface_interrow,surface-broadcast polymer coated urea at 45 kg/ha rate,surface-broadcast polymer coated urea at 45 kg/ha rate,interrow banded polymer coated urea at 45 kg/ha rate where banding occurred in a narrow trench of soil 5 cm wide by 5 cm deep located midway between every other soybean row,,,,Crop Yields,Crop Nutrient Content,Soybean nitrogen content of aboveground biomass,-0.320512821,-0.1,NA,,Fertilizer Placement,Broadcast,Banded,,Nutrient Management
250,,126,1999-2,0,soybean tissue nitrogen concentration,,,1,g/kg,ANOVA,mean,0,2,4,31.3,1,2,4,30.7,ns,surface_interrow,surface-broadcast urea at 90 kg/ha rate,surface-broadcast urea at 90 kg/ha rate,interrow banded urea at 90 kg/ha rate where banding occurred in a narrow trench of soil 5 cm wide by 5 cm deep located midway between every other soybean row,,,,Crop Yields,Crop Nutrient Content,Soybean nitrogen content of aboveground biomass,-1.916932907,-0.6,NA,,Fertilizer Placement,Broadcast,Banded,,Nutrient Management
250,,126,1999-2,0,soybean tissue nitrogen concentration,,,2,g/kg,ANOVA,mean,0,2,4,31.3,1,2,4,30.7,ns,surface_interrow,surface-broadcast urea at 90 kg/ha rate,surface-broadcast urea at 90 kg/ha rate,interrow banded urea at 90 kg/ha rate where banding occurred in a narrow trench of soil 5 cm wide by 5 cm deep located midway between every other soybean row,,,,Crop Yields,Crop Nutrient Content,Soybean nitrogen content of aboveground biomass,-1.916932907,-0.6,NA,,Fertilizer Placement,Broadcast,Banded,,Nutrient Management
251,,126,1999-2,0,soybean tissue nitrogen concentration,,,1,g/kg,ANOVA,mean,0,3,4,31.5,1,3,4,31.6,ns,surface_interrow,surface-broadcast polymer coated urea at 90 kg/ha rate,surface-broadcast polymer coated urea at 90 kg/ha rate,interrow banded polymer coated urea at 90 kg/ha rate where banding occurred in a narrow trench of soil 5 cm wide by 5 cm deep located midway between every other soybean row,,,,Crop Yields,Crop Nutrient Content,Soybean nitrogen content of aboveground biomass,0.317460317,0.1,NA,,Fertilizer Placement,Broadcast,Banded,,Nutrient Management
251,,126,1999-2,0,soybean tissue nitrogen concentration,,,2,g/kg,ANOVA,mean,0,3,4,31.5,1,3,4,31.6,ns,surface_interrow,surface-broadcast polymer coated urea at 90 kg/ha rate,surface-broadcast polymer coated urea at 90 kg/ha rate,interrow banded polymer coated urea at 90 kg/ha rate where banding occurred in a narrow trench of soil 5 cm wide by 5 cm deep located midway between every other soybean row,,,,Crop Yields,Crop Nutrient Content,Soybean nitrogen content of aboveground biomass,0.317460317,0.1,NA,,Fertilizer Placement,Broadcast,Banded,,Nutrient Management
252,,126,1999-2,0,soybean grain nitrogen concentration,,,1,g/kg,ANOVA,mean,0,2,4,59.4,1,2,4,59.1,nitrogen fertilizer type x placement of fertilizer x nitrogen rate,surface_interrow,surface-broadcast urea at 45 kg/ha rate,surface-broadcast urea at 45 kg/ha rate,interrow banded urea at 45 kg/ha rate where banding occurred in a narrow trench of soil 5 cm wide by 5 cm deep located midway between every other soybean row,,,,Crop Yields,Grain Quality,Soybean nitrogen uptake,-0.505050505,-0.3,NA,,Fertilizer Placement,Broadcast,Banded,,Nutrient Management
252,,126,1999-2,0,soybean grain nitrogen concentration,,,2,g/kg,ANOVA,mean,0,2,4,59.4,1,2,4,59.1,nitrogen fertilizer type x placement of fertilizer x nitrogen rate,surface_interrow,surface-broadcast urea at 45 kg/ha rate,surface-broadcast urea at 45 kg/ha rate,interrow banded urea at 45 kg/ha rate where banding occurred in a narrow trench of soil 5 cm wide by 5 cm deep located midway between every other soybean row,,,,Crop Yields,Grain Quality,Soybean nitrogen uptake,-0.505050505,-0.3,NA,,Fertilizer Placement,Broadcast,Banded,,Nutrient Management
253,,126,1999-2,0,soybean grain nitrogen concentration,,,1,g/kg,ANOVA,mean,0,3,4,59.1,1,3,4,59.7,nitrogen fertilizer type x placement of fertilizer x nitrogen rate,surface_interrow,surface-broadcast polymer coated urea at 45 kg/ha rate,surface-broadcast polymer coated urea at 45 kg/ha rate,interrow banded polymer coated urea at 45 kg/ha rate where banding occurred in a narrow trench of soil 5 cm wide by 5 cm deep located midway between every other soybean row,,,,Crop Yields,Grain Quality,Soybean nitrogen uptake,1.015228426,0.6,NA,,Fertilizer Placement,Broadcast,Banded,,Nutrient Management
253,,126,1999-2,0,soybean grain nitrogen concentration,,,2,g/kg,ANOVA,mean,0,3,4,59.1,1,3,4,59.7,nitrogen fertilizer type x placement of fertilizer x nitrogen rate,surface_interrow,surface-broadcast polymer coated urea at 45 kg/ha rate,surface-broadcast polymer coated urea at 45 kg/ha rate,interrow banded polymer coated urea at 45 kg/ha rate where banding occurred in a narrow trench of soil 5 cm wide by 5 cm deep located midway between every other soybean row,,,,Crop Yields,Grain Quality,Soybean nitrogen uptake,1.015228426,0.6,NA,,Fertilizer Placement,Broadcast,Banded,,Nutrient Management
254,,126,1999-2,0,soybean grain nitrogen concentration,,,1,g/kg,ANOVA,mean,0,2,4,58,1,2,4,59.5,nitrogen fertilizer type x placement of fertilizer x nitrogen rate,surface_interrow,surface-broadcast urea at 90 kg/ha rate,surface-broadcast urea at 90 kg/ha rate,interrow banded urea at 90 kg/ha rate where banding occurred in a narrow trench of soil 5 cm wide by 5 cm deep located midway between every other soybean row,,,,Crop Yields,Grain Quality,Soybean nitrogen uptake,2.586206897,1.5,NA,,Fertilizer Placement,Broadcast,Banded,,Nutrient Management
254,,126,1999-2,0,soybean grain nitrogen concentration,,,2,g/kg,ANOVA,mean,0,2,4,58,1,2,4,59.5,nitrogen fertilizer type x placement of fertilizer x nitrogen rate,surface_interrow,surface-broadcast urea at 90 kg/ha rate,surface-broadcast urea at 90 kg/ha rate,interrow banded urea at 90 kg/ha rate where banding occurred in a narrow trench of soil 5 cm wide by 5 cm deep located midway between every other soybean row,,,,Crop Yields,Grain Quality,Soybean nitrogen uptake,2.586206897,1.5,NA,,Fertilizer Placement,Broadcast,Banded,,Nutrient Management
255,,126,1999-2,0,soybean grain nitrogen concentration,,,1,g/kg,ANOVA,mean,0,3,4,59,1,3,4,59.4,nitrogen fertilizer type x placement of fertilizer x nitrogen rate,surface_interrow,surface-broadcast polymer coated urea at 90 kg/ha rate,surface-broadcast polymer coated urea at 90 kg/ha rate,interrow banded polymer coated urea at 90 kg/ha rate where banding occurred in a narrow trench of soil 5 cm wide by 5 cm deep located midway between every other soybean row,,,,Crop Yields,Grain Quality,Soybean nitrogen uptake,0.677966102,0.4,NA,,Fertilizer Placement,Broadcast,Banded,,Nutrient Management
255,,126,1999-2,0,soybean grain nitrogen concentration,,,2,g/kg,ANOVA,mean,0,3,4,59,1,3,4,59.4,nitrogen fertilizer type x placement of fertilizer x nitrogen rate,surface_interrow,surface-broadcast polymer coated urea at 90 kg/ha rate,surface-broadcast polymer coated urea at 90 kg/ha rate,interrow banded polymer coated urea at 90 kg/ha rate where banding occurred in a narrow trench of soil 5 cm wide by 5 cm deep located midway between every other soybean row,,,,Crop Yields,Grain Quality,Soybean nitrogen uptake,0.677966102,0.4,NA,,Fertilizer Placement,Broadcast,Banded,,Nutrient Management
256,,126,1999-2,0,soybean biomass,,,1,kg/ha,ANOVA,mean,0,2,4,6839,1,2,4,7073,nitrogen fertilizer type x placement of fertilizer x nitrogen rate,surface_interrow,surface-broadcast urea at 45 kg/ha rate,surface-broadcast urea at 45 kg/ha rate,interrow banded urea at 45 kg/ha rate where banding occurred in a narrow trench of soil 5 cm wide by 5 cm deep located midway between every other soybean row,,,,Crop Yields,Crop Growth,Soybean aboveground biomass,3.421552859,234,NA,,Fertilizer Placement,Broadcast,Banded,,Nutrient Management
256,,126,1999-2,0,soybean biomass,,,2,kg/ha,ANOVA,mean,0,2,4,6839,1,2,4,7073,nitrogen fertilizer type x placement of fertilizer x nitrogen rate,surface_interrow,surface-broadcast urea at 45 kg/ha rate,surface-broadcast urea at 45 kg/ha rate,interrow banded urea at 45 kg/ha rate where banding occurred in a narrow trench of soil 5 cm wide by 5 cm deep located midway between every other soybean row,,,,Crop Yields,Crop Growth,Soybean aboveground biomass,3.421552859,234,NA,,Fertilizer Placement,Broadcast,Banded,,Nutrient Management
257,,126,1999-2,0,soybean biomass,,,1,kg/ha,ANOVA,mean,0,3,4,6993,1,3,4,6820,nitrogen fertilizer type x placement of fertilizer x nitrogen rate,surface_interrow,surface-broadcast polymer coated urea at 45 kg/ha rate,surface-broadcast polymer coated urea at 45 kg/ha rate,interrow banded polymer coated urea at 45 kg/ha rate where banding occurred in a narrow trench of soil 5 cm wide by 5 cm deep located midway between every other soybean row,,,,Crop Yields,Crop Growth,Soybean aboveground biomass,-2.473902474,-173,NA,,Fertilizer Placement,Broadcast,Banded,,Nutrient Management
257,,126,1999-2,0,soybean biomass,,,2,kg/ha,ANOVA,mean,0,3,4,6993,1,3,4,6820,nitrogen fertilizer type x placement of fertilizer x nitrogen rate,surface_interrow,surface-broadcast polymer coated urea at 45 kg/ha rate,surface-broadcast polymer coated urea at 45 kg/ha rate,interrow banded polymer coated urea at 45 kg/ha rate where banding occurred in a narrow trench of soil 5 cm wide by 5 cm deep located midway between every other soybean row,,,,Crop Yields,Crop Growth,Soybean aboveground biomass,-2.473902474,-173,NA,,Fertilizer Placement,Broadcast,Banded,,Nutrient Management
258,,126,1999-2,0,soybean biomass,,,1,kg/ha,ANOVA,mean,0,2,4,7030,1,2,4,7290,nitrogen fertilizer type x placement of fertilizer x nitrogen rate,surface_interrow,surface-broadcast urea at 90 kg/ha rate,surface-broadcast urea at 90 kg/ha rate,interrow banded urea at 90 kg/ha rate where banding occurred in a narrow trench of soil 5 cm wide by 5 cm deep located midway between every other soybean row,,,,Crop Yields,Crop Growth,Soybean aboveground biomass,3.698435277,260,NA,,Fertilizer Placement,Broadcast,Banded,,Nutrient Management
258,,126,1999-2,0,soybean biomass,,,2,kg/ha,ANOVA,mean,0,2,4,7030,1,2,4,7290,nitrogen fertilizer type x placement of fertilizer x nitrogen rate,surface_interrow,surface-broadcast urea at 90 kg/ha rate,surface-broadcast urea at 90 kg/ha rate,interrow banded urea at 90 kg/ha rate where banding occurred in a narrow trench of soil 5 cm wide by 5 cm deep located midway between every other soybean row,,,,Crop Yields,Crop Growth,Soybean aboveground biomass,3.698435277,260,NA,,Fertilizer Placement,Broadcast,Banded,,Nutrient Management
259,,126,1999-2,0,soybean biomass,,,1,kg/ha,ANOVA,mean,0,3,4,6979,1,3,4,7115,nitrogen fertilizer type x placement of fertilizer x nitrogen rate,surface_interrow,surface-broadcast polymer coated urea at 90 kg/ha rate,surface-broadcast polymer coated urea at 90 kg/ha rate,interrow banded polymer coated urea at 90 kg/ha rate where banding occurred in a narrow trench of soil 5 cm wide by 5 cm deep located midway between every other soybean row,,,,Crop Yields,Crop Growth,Soybean aboveground biomass,1.948703253,136,NA,,Fertilizer Placement,Broadcast,Banded,,Nutrient Management
259,,126,1999-2,0,soybean biomass,,,2,kg/ha,ANOVA,mean,0,3,4,6979,1,3,4,7115,nitrogen fertilizer type x placement of fertilizer x nitrogen rate,surface_interrow,surface-broadcast polymer coated urea at 90 kg/ha rate,surface-broadcast polymer coated urea at 90 kg/ha rate,interrow banded polymer coated urea at 90 kg/ha rate where banding occurred in a narrow trench of soil 5 cm wide by 5 cm deep located midway between every other soybean row,,,,Crop Yields,Crop Growth,Soybean aboveground biomass,1.948703253,136,NA,,Fertilizer Placement,Broadcast,Banded,,Nutrient Management
260,,126,1999-2,0,soybean tissue nitrogen concentration,,,1,kg/ha,ANOVA,mean,0,2,4,216,1,2,4,220,nitrogen fertilizer type x placement of fertilizer x nitrogen rate,surface_interrow,surface-broadcast urea at 45 kg/ha rate,surface-broadcast urea at 45 kg/ha rate,interrow banded urea at 45 kg/ha rate where banding occurred in a narrow trench of soil 5 cm wide by 5 cm deep located midway between every other soybean row,,,,Crop Yields,Crop Nutrient Content,Soybean nitrogen content of aboveground biomass,1.851851852,4,NA,,Fertilizer Placement,Broadcast,Banded,,Nutrient Management
260,,126,1999-2,0,soybean tissue nitrogen concentration,,,2,kg/ha,ANOVA,mean,0,2,4,216,1,2,4,220,nitrogen fertilizer type x placement of fertilizer x nitrogen rate,surface_interrow,surface-broadcast urea at 45 kg/ha rate,surface-broadcast urea at 45 kg/ha rate,interrow banded urea at 45 kg/ha rate where banding occurred in a narrow trench of soil 5 cm wide by 5 cm deep located midway between every other soybean row,,,,Crop Yields,Crop Nutrient Content,Soybean nitrogen content of aboveground biomass,1.851851852,4,NA,,Fertilizer Placement,Broadcast,Banded,,Nutrient Management
261,,126,1999-2,0,soybean tissue nitrogen concentration,,,1,kg/ha,ANOVA,mean,0,3,4,220,1,3,4,214,nitrogen fertilizer type x placement of fertilizer x nitrogen rate,surface_interrow,surface-broadcast polymer coated urea at 45 kg/ha rate,surface-broadcast polymer coated urea at 45 kg/ha rate,interrow banded polymer coated urea at 45 kg/ha rate where banding occurred in a narrow trench of soil 5 cm wide by 5 cm deep located midway between every other soybean row,,,,Crop Yields,Crop Nutrient Content,Soybean nitrogen content of aboveground biomass,-2.727272727,-6,NA,,Fertilizer Placement,Broadcast,Banded,,Nutrient Management
261,,126,1999-2,0,soybean tissue nitrogen concentration,,,2,kg/ha,ANOVA,mean,0,3,4,220,1,3,4,214,nitrogen fertilizer type x placement of fertilizer x nitrogen rate,surface_interrow,surface-broadcast polymer coated urea at 45 kg/ha rate,surface-broadcast polymer coated urea at 45 kg/ha rate,interrow banded polymer coated urea at 45 kg/ha rate where banding occurred in a narrow trench of soil 5 cm wide by 5 cm deep located midway between every other soybean row,,,,Crop Yields,Crop Nutrient Content,Soybean nitrogen content of aboveground biomass,-2.727272727,-6,NA,,Fertilizer Placement,Broadcast,Banded,,Nutrient Management
262,,126,1999-2,0,soybean tissue nitrogen concentration,,,1,kg/ha,ANOVA,mean,0,2,4,221,1,2,4,224,nitrogen fertilizer type x placement of fertilizer x nitrogen rate,surface_interrow,surface-broadcast urea at 90 kg/ha rate,surface-broadcast urea at 90 kg/ha rate,interrow banded urea at 90 kg/ha rate where banding occurred in a narrow trench of soil 5 cm wide by 5 cm deep located midway between every other soybean row,,,,Crop Yields,Crop Nutrient Content,Soybean nitrogen content of aboveground biomass,1.357466063,3,NA,,Fertilizer Placement,Broadcast,Banded,,Nutrient Management
262,,126,1999-2,0,soybean tissue nitrogen concentration,,,2,kg/ha,ANOVA,mean,0,2,4,221,1,2,4,224,nitrogen fertilizer type x placement of fertilizer x nitrogen rate,surface_interrow,surface-broadcast urea at 90 kg/ha rate,surface-broadcast urea at 90 kg/ha rate,interrow banded urea at 90 kg/ha rate where banding occurred in a narrow trench of soil 5 cm wide by 5 cm deep located midway between every other soybean row,,,,Crop Yields,Crop Nutrient Content,Soybean nitrogen content of aboveground biomass,1.357466063,3,NA,,Fertilizer Placement,Broadcast,Banded,,Nutrient Management
263,,126,1999-2,0,soybean tissue nitrogen concentration,,,1,kg/ha,ANOVA,mean,0,3,4,220,1,3,4,227,nitrogen fertilizer type x placement of fertilizer x nitrogen rate,surface_interrow,surface-broadcast polymer coated urea at 90 kg/ha rate,surface-broadcast polymer coated urea at 90 kg/ha rate,interrow banded polymer coated urea at 90 kg/ha rate where banding occurred in a narrow trench of soil 5 cm wide by 5 cm deep located midway between every other soybean row,,,,Crop Yields,Crop Nutrient Content,Soybean nitrogen content of aboveground biomass,3.181818182,7,NA,,Fertilizer Placement,Broadcast,Banded,,Nutrient Management
263,,126,1999-2,0,soybean tissue nitrogen concentration,,,2,kg/ha,ANOVA,mean,0,3,4,220,1,3,4,227,nitrogen fertilizer type x placement of fertilizer x nitrogen rate,surface_interrow,surface-broadcast polymer coated urea at 90 kg/ha rate,surface-broadcast polymer coated urea at 90 kg/ha rate,interrow banded polymer coated urea at 90 kg/ha rate where banding occurred in a narrow trench of soil 5 cm wide by 5 cm deep located midway between every other soybean row,,,,Crop Yields,Crop Nutrient Content,Soybean nitrogen content of aboveground biomass,3.181818182,7,NA,,Fertilizer Placement,Broadcast,Banded,,Nutrient Management
