"Res_key","Paper_id","Duration","Loc_multi_results","Response_var","RV_depth","RV_year","Response_var_units","Stat_test","Stat_type","Trt1","Trt1_int","Trt1_int2","Trt1_value","Trt2","Trt2_int","Trt2_int2","Trt2_value","significance","finelevel_group","Trt_1name","Trt1_details","Trt_2name","Trt2_details","group_level1","group_level2","group_level3","pm_group1","pm_group2","Review","per_change","actual_diff"
1015,95,"2002-3",0,"soybean grain yield",NA,1,"q/ha (quintal/hectare)","Dunnett","mean",0,NA,NA,36.36,5,NA,NA,36.28,"ns","untreated_foliarI","untreated","untreated soybean","lambda-cyhalothrin","soybean foliage sprayed with ?-cyhalothrin (16.83 or 21.91 g ai/ha)","Crop Yields","Grain Production","Soybean","Pyrethroid (Insecticide)","Foliar","Early Season Pest Management",-0.220022002200215,-0.0799999999999983
1016,95,"2002-3",2.5,"soybean grain yield",NA,2,"q/ha (quintal/hectare)","Dunnett","mean",0,NA,NA,21.77,5,NA,NA,21.45,"ns","untreated_foliarI","untreated","untreated soybean","lambda-cyhalothrin","soybean foliage sprayed with ?-cyhalothrin (16.83 or 21.91 g ai/ha)","Crop Yields","Grain Production","Soybean","Pyrethroid (Insecticide)","Foliar","Early Season Pest Management",-1.46991272393202,-0.32
1017,95,"2002-3",1,"soybean grain yield",NA,3,"q/ha (quintal/hectare)","Dunnett","mean",0,NA,NA,27.94,5,NA,NA,26.01,"ns","untreated_foliarI","untreated","untreated soybean","lambda-cyhalothrin","soybean foliage sprayed with ?-cyhalothrin (16.83 or 21.91 g ai/ha)","Crop Yields","Grain Production","Soybean","Pyrethroid (Insecticide)","Foliar","Early Season Pest Management",-6.90765926986399,-1.93
1018,95,"2002-3",1,"soybean grain yield",NA,3,"q/ha (quintal/hectare)","Dunnett","mean",0,NA,NA,53.05,5,NA,NA,52.46,"ns","untreated_foliarI","untreated","untreated soybean","lambda-cyhalothrin","soybean foliage sprayed with ?-cyhalothrin (16.83 or 21.91 g ai/ha)","Crop Yields","Grain Production","Soybean","Pyrethroid (Insecticide)","Foliar","Early Season Pest Management",-1.11215834118755,-0.589999999999996
1019,95,"2002-3",2,"soybean grain yield",NA,3,"q/ha (quintal/hectare)","Dunnett","mean",0,NA,NA,38.52,5,NA,NA,36.49,"0.05","untreated_foliarI","untreated","untreated soybean","lambda-cyhalothrin","soybean foliage sprayed with ?-cyhalothrin (16.83 or 21.91 g ai/ha)","Crop Yields","Grain Production","Soybean","Pyrethroid (Insecticide)","Foliar","Early Season Pest Management",-5.26998961578401,-2.03
1028,95,"2002-3",0,"soybean grain yield",NA,1,"q/ha (quintal/hectare)","Dunnett","mean",0,NA,NA,36.36,7,NA,NA,36.59,"ns","untreated_seedfoliarI","untreated","untreated soybean","lambda-cyhalothrin","soybean foliage sprayed with ?-cyhalothrin (2 applications, 16.83 or 21.91 g ai/ha + 28.05 g ai/ha)","Crop Yields","Grain Production","Soybean","Pyrethroid (Insecticide)","Seed & Foliar","Early Season Pest Management",0.632563256325643,0.230000000000004
1029,95,"2002-3",2.5,"soybean grain yield",NA,2,"q/ha (quintal/hectare)","Dunnett","mean",0,NA,NA,21.77,7,NA,NA,22.71,"ns","untreated_seedfoliarI","untreated","untreated soybean","lambda-cyhalothrin","soybean foliage sprayed with ?-cyhalothrin (2 applications, 16.83 or 21.91 g ai/ha + 28.05 g ai/ha)","Crop Yields","Grain Production","Soybean","Pyrethroid (Insecticide)","Seed & Foliar","Early Season Pest Management",4.3178686265503,0.940000000000001
1030,95,"2002-3",1,"soybean grain yield",NA,3,"q/ha (quintal/hectare)","Dunnett","mean",0,NA,NA,27.94,7,NA,NA,28.01,"ns","untreated_seedfoliarI","untreated","untreated soybean","lambda-cyhalothrin","soybean foliage sprayed with ?-cyhalothrin (2 applications, 16.83 or 21.91 g ai/ha + 28.05 g ai/ha)","Crop Yields","Grain Production","Soybean","Pyrethroid (Insecticide)","Seed & Foliar","Early Season Pest Management",0.250536864710094,0.0700000000000003
1031,95,"2002-3",1,"soybean grain yield",NA,3,"q/ha (quintal/hectare)","Dunnett","mean",0,NA,NA,53.05,7,NA,NA,52.57,"ns","untreated_seedfoliarI","untreated","untreated soybean","lambda-cyhalothrin","soybean foliage sprayed with ?-cyhalothrin (2 applications, 16.83 or 21.91 g ai/ha + 28.05 g ai/ha)","Crop Yields","Grain Production","Soybean","Pyrethroid (Insecticide)","Seed & Foliar","Early Season Pest Management",-0.904806786050889,-0.479999999999997
1032,95,"2002-3",2,"soybean grain yield",NA,3,"q/ha (quintal/hectare)","Dunnett","mean",0,NA,NA,38.52,7,NA,NA,35.02,"0.05","untreated_seedfoliarI","untreated","untreated soybean","lambda-cyhalothrin","soybean foliage sprayed with ?-cyhalothrin (2 applications, 16.83 or 21.91 g ai/ha + 28.05 g ai/ha)","Crop Yields","Grain Production","Soybean","Pyrethroid (Insecticide)","Seed & Foliar","Early Season Pest Management",-9.08618899273105,-3.5
1041,95,"2002-3",0,"soybean grain yield",NA,1,"q/ha (quintal/hectare)","Dunnett","mean",0,NA,NA,36.36,6,NA,NA,36.28,"ns","untreated_foliarI","untreated","untreated soybean","lambda-cyhalothrin","soybean foliage sprayed with ?-cyhalothrin (28.05 g ai/ha)","Crop Yields","Grain Production","Soybean","Pyrethroid (Insecticide)","Foliar","Early Season Pest Management",-0.220022002200215,-0.0799999999999983
1042,95,"2002-3",2.5,"soybean grain yield",NA,2,"q/ha (quintal/hectare)","Dunnett","mean",0,NA,NA,21.77,6,NA,NA,22.9,"ns","untreated_foliarI","untreated","untreated soybean","lambda-cyhalothrin","soybean foliage sprayed with ?-cyhalothrin (28.05 g ai/ha)","Crop Yields","Grain Production","Soybean","Pyrethroid (Insecticide)","Foliar","Early Season Pest Management",5.19062930638493,1.13
1043,95,"2002-3",1,"soybean grain yield",NA,3,"q/ha (quintal/hectare)","Dunnett","mean",0,NA,NA,27.94,6,NA,NA,25.89,"ns","untreated_foliarI","untreated","untreated soybean","lambda-cyhalothrin","soybean foliage sprayed with ?-cyhalothrin (28.05 g ai/ha)","Crop Yields","Grain Production","Soybean","Pyrethroid (Insecticide)","Foliar","Early Season Pest Management",-7.33715103793844,-2.05
1044,95,"2002-3",1,"soybean grain yield",NA,3,"q/ha (quintal/hectare)","Dunnett","mean",0,NA,NA,53.05,6,NA,NA,52.79,"ns","untreated_foliarI","untreated","untreated soybean","lambda-cyhalothrin","soybean foliage sprayed with ?-cyhalothrin (28.05 g ai/ha)","Crop Yields","Grain Production","Soybean","Pyrethroid (Insecticide)","Foliar","Early Season Pest Management",-0.490103675777565,-0.259999999999998
1045,95,"2002-3",2,"soybean grain yield",NA,3,"q/ha (quintal/hectare)","Dunnett","mean",0,NA,NA,38.52,6,NA,NA,39.68,"ns","untreated_foliarI","untreated","untreated soybean","lambda-cyhalothrin","soybean foliage sprayed with ?-cyhalothrin (28.05 g ai/ha)","Crop Yields","Grain Production","Soybean","Pyrethroid (Insecticide)","Foliar","Early Season Pest Management",3.01142263759085,1.16
1046,93,"2002-2",3,"soybean grain yield",NA,1,"kg/ha","ANOVA","mean",0,NA,NA,3759,3,NA,NA,3918,"ns","untreated_foliarI","untreated","untreated soybean","lambda-cyhalothrin","soybean treated with lambda-cyhalothrin (foliar application) at emergence of first bean leaf beetle generation","Crop Yields","Grain Production","Soybean","Pyrethroid (Insecticide)","Foliar","Early Season Pest Management",4.22984836392658,159
1046,93,"2002-2",3,"soybean grain yield",NA,2,"kg/ha","ANOVA","mean",0,NA,NA,3759,3,NA,NA,3918,"ns","untreated_foliarI","untreated","untreated soybean","lambda-cyhalothrin","soybean treated with lambda-cyhalothrin (foliar application) at emergence of first bean leaf beetle generation","Crop Yields","Grain Production","Soybean","Pyrethroid (Insecticide)","Foliar","Early Season Pest Management",4.22984836392658,159
1047,93,"2002-2",2,"soybean grain yield",NA,1,"kg/ha","ANOVA","mean",0,NA,NA,4527,3,NA,NA,4612,"ns","untreated_foliarI","untreated","untreated soybean","lambda-cyhalothrin","soybean treated with lambda-cyhalothrin (foliar application) at emergence of first bean leaf beetle generation","Crop Yields","Grain Production","Soybean","Pyrethroid (Insecticide)","Foliar","Early Season Pest Management",1.87762314998896,85
1047,93,"2002-2",2,"soybean grain yield",NA,2,"kg/ha","ANOVA","mean",0,NA,NA,4527,3,NA,NA,4612,"ns","untreated_foliarI","untreated","untreated soybean","lambda-cyhalothrin","soybean treated with lambda-cyhalothrin (foliar application) at emergence of first bean leaf beetle generation","Crop Yields","Grain Production","Soybean","Pyrethroid (Insecticide)","Foliar","Early Season Pest Management",1.87762314998896,85
1048,93,"2002-2",1,"soybean grain yield",NA,1,"kg/ha","ANOVA","mean",0,NA,NA,4281,3,NA,NA,4046,"ns","untreated_foliarI","untreated","untreated soybean","lambda-cyhalothrin","soybean treated with lambda-cyhalothrin (foliar application) at emergence of first bean leaf beetle generation","Crop Yields","Grain Production","Soybean","Pyrethroid (Insecticide)","Foliar","Early Season Pest Management",-5.48937164213969,-235
1048,93,"2002-2",1,"soybean grain yield",NA,2,"kg/ha","ANOVA","mean",0,NA,NA,4281,3,NA,NA,4046,"ns","untreated_foliarI","untreated","untreated soybean","lambda-cyhalothrin","soybean treated with lambda-cyhalothrin (foliar application) at emergence of first bean leaf beetle generation","Crop Yields","Grain Production","Soybean","Pyrethroid (Insecticide)","Foliar","Early Season Pest Management",-5.48937164213969,-235
1050,93,"2002-2",3,"soybean grain yield",NA,1,"kg/ha","ANOVA","mean",0,NA,NA,3759,2,NA,NA,3979,"ns","untreated_foliarI","untreated","untreated soybean","lambda-cyhalothrin","soybean treated with lambda-cyhalothrin (foliar application) at soybean emergence","Crop Yields","Grain Production","Soybean","Pyrethroid (Insecticide)","Foliar","Early Season Pest Management",5.85262037776004,220
1050,93,"2002-2",3,"soybean grain yield",NA,2,"kg/ha","ANOVA","mean",0,NA,NA,3759,2,NA,NA,3979,"ns","untreated_foliarI","untreated","untreated soybean","lambda-cyhalothrin","soybean treated with lambda-cyhalothrin (foliar application) at soybean emergence","Crop Yields","Grain Production","Soybean","Pyrethroid (Insecticide)","Foliar","Early Season Pest Management",5.85262037776004,220
1051,93,"2002-2",2,"soybean grain yield",NA,1,"kg/ha","ANOVA","mean",0,NA,NA,4527,2,NA,NA,4358,"0.05","untreated_foliarI","untreated","untreated soybean","lambda-cyhalothrin","soybean treated with lambda-cyhalothrin (foliar application) at soybean emergence","Crop Yields","Grain Production","Soybean","Pyrethroid (Insecticide)","Foliar","Early Season Pest Management",-3.73315661586039,-169
1051,93,"2002-2",2,"soybean grain yield",NA,2,"kg/ha","ANOVA","mean",0,NA,NA,4527,2,NA,NA,4358,"0.05","untreated_foliarI","untreated","untreated soybean","lambda-cyhalothrin","soybean treated with lambda-cyhalothrin (foliar application) at soybean emergence","Crop Yields","Grain Production","Soybean","Pyrethroid (Insecticide)","Foliar","Early Season Pest Management",-3.73315661586039,-169
1052,93,"2002-2",1,"soybean grain yield",NA,1,"kg/ha","ANOVA","mean",0,NA,NA,4281,2,NA,NA,4165,"ns","untreated_foliarI","untreated","untreated soybean","lambda-cyhalothrin","soybean treated with lambda-cyhalothrin (foliar application) at soybean emergence","Crop Yields","Grain Production","Soybean","Pyrethroid (Insecticide)","Foliar","Early Season Pest Management",-2.70964727867321,-116
1052,93,"2002-2",1,"soybean grain yield",NA,2,"kg/ha","ANOVA","mean",0,NA,NA,4281,2,NA,NA,4165,"ns","untreated_foliarI","untreated","untreated soybean","lambda-cyhalothrin","soybean treated with lambda-cyhalothrin (foliar application) at soybean emergence","Crop Yields","Grain Production","Soybean","Pyrethroid (Insecticide)","Foliar","Early Season Pest Management",-2.70964727867321,-116
1054,93,"2002-2",3,"soybean grain yield",NA,1,"kg/ha","ANOVA","mean",0,NA,NA,3759,4,NA,NA,3955,"ns","untreated_foliarI","untreated","untreated soybean","lambda-cyhalothrin","soybean treated with two lambda-cyhalothrin foliar applications (once at soybean emergence and one at emergence of first bean leaf beetle generation)","Crop Yields","Grain Production","Soybean","Pyrethroid (Insecticide)","Foliar","Early Season Pest Management",5.21415270018622,196
1054,93,"2002-2",3,"soybean grain yield",NA,2,"kg/ha","ANOVA","mean",0,NA,NA,3759,4,NA,NA,3955,"ns","untreated_foliarI","untreated","untreated soybean","lambda-cyhalothrin","soybean treated with two lambda-cyhalothrin foliar applications (once at soybean emergence and one at emergence of first bean leaf beetle generation)","Crop Yields","Grain Production","Soybean","Pyrethroid (Insecticide)","Foliar","Early Season Pest Management",5.21415270018622,196
1055,93,"2002-2",2,"soybean grain yield",NA,1,"kg/ha","ANOVA","mean",0,NA,NA,4527,4,NA,NA,4412,"ns","untreated_foliarI","untreated","untreated soybean","lambda-cyhalothrin","soybean treated with two lambda-cyhalothrin foliar applications (once at soybean emergence and one at emergence of first bean leaf beetle generation)","Crop Yields","Grain Production","Soybean","Pyrethroid (Insecticide)","Foliar","Early Season Pest Management",-2.54031367351447,-115
1055,93,"2002-2",2,"soybean grain yield",NA,2,"kg/ha","ANOVA","mean",0,NA,NA,4527,4,NA,NA,4412,"ns","untreated_foliarI","untreated","untreated soybean","lambda-cyhalothrin","soybean treated with two lambda-cyhalothrin foliar applications (once at soybean emergence and one at emergence of first bean leaf beetle generation)","Crop Yields","Grain Production","Soybean","Pyrethroid (Insecticide)","Foliar","Early Season Pest Management",-2.54031367351447,-115
1056,93,"2002-2",1,"soybean grain yield",NA,1,"kg/ha","ANOVA","mean",0,NA,NA,4281,4,NA,NA,4266,"ns","untreated_foliarI","untreated","untreated soybean","lambda-cyhalothrin","soybean treated with two lambda-cyhalothrin foliar applications (once at soybean emergence and one at emergence of first bean leaf beetle generation)","Crop Yields","Grain Production","Soybean","Pyrethroid (Insecticide)","Foliar","Early Season Pest Management",-0.350385423966363,-15
1056,93,"2002-2",1,"soybean grain yield",NA,2,"kg/ha","ANOVA","mean",0,NA,NA,4281,4,NA,NA,4266,"ns","untreated_foliarI","untreated","untreated soybean","lambda-cyhalothrin","soybean treated with two lambda-cyhalothrin foliar applications (once at soybean emergence and one at emergence of first bean leaf beetle generation)","Crop Yields","Grain Production","Soybean","Pyrethroid (Insecticide)","Foliar","Early Season Pest Management",-0.350385423966363,-15
1060,88,"2005-3",0,"maize yield",NA,1,"kg/ha","LSM","mean",0,NA,NA,1271,1,NA,NA,1369,"0.05","untreated_foliarI","untreated","untreated soybean","lambda-cyhalothrin (Headline)","soybean managed under IPM where lambda-cyhalothrin (28.0 g ai/ha [Headline]) was foliarly applied when aphids reached economic threshold ","Crop Yields","Grain Production","Corn","Pyrethroid (Insecticide)","Foliar","Early Season Pest Management",7.71046420141621,98
1060,88,"2005-3",0,"maize yield",NA,2,"kg/ha","LSM","mean",0,NA,NA,1271,1,NA,NA,1369,"0.05","untreated_foliarI","untreated","untreated soybean","lambda-cyhalothrin (Headline)","soybean managed under IPM where lambda-cyhalothrin (28.0 g ai/ha [Headline]) was foliarly applied when aphids reached economic threshold ","Crop Yields","Grain Production","Corn","Pyrethroid (Insecticide)","Foliar","Early Season Pest Management",7.71046420141621,98
1060,88,"2005-3",0,"maize yield",NA,3,"kg/ha","LSM","mean",0,NA,NA,1271,1,NA,NA,1369,"0.05","untreated_foliarI","untreated","untreated soybean","lambda-cyhalothrin (Headline)","soybean managed under IPM where lambda-cyhalothrin (28.0 g ai/ha [Headline]) was foliarly applied when aphids reached economic threshold ","Crop Yields","Grain Production","Corn","Pyrethroid (Insecticide)","Foliar","Early Season Pest Management",7.71046420141621,98
1062,89,"2005-2",0,"soybean grain yield",NA,1,"kg/ha","LSD","mean",0,NA,NA,4243.38,3,NA,NA,4251.11,"ns","untreated_foliarI","untreated","untreated soybean","lambda-cyhalothrin (Headline)","soybean managed under IPM where lambda-cyhalothrin (28.0 g ai/ha) was sprayed when soybean aphids reached economic threshold","Crop Yields","Grain Production","Soybean","Pyrethroid (Insecticide)","Foliar","Early Season Pest Management",0.182166103436401,7.72999999999956
1063,89,"2005-2",0,"soybean grain yield",NA,1,"kg/ha","LSD","mean",0,NA,NA,36.06,3,NA,NA,37.18,"ns","untreated_foliarI","untreated","untreated soybean","lambda-cyhalothrin (Headline)","soybean managed under IPM where lambda-cyhalothrin (28.0 g ai/ha) was sprayed when soybean aphids reached economic threshold","Crop Yields","Grain Production","Soybean","Pyrethroid (Insecticide)","Foliar","Early Season Pest Management",3.1059345535219,1.12
1064,89,"2005-2",0,"soybean grain yield",NA,2,"kg/ha","LSD","mean",0,NA,NA,3641.7,3,NA,NA,4380.79,"0.05","untreated_foliarI","untreated","untreated soybean","lambda-cyhalothrin (Headline)","soybean managed under IPM where lambda-cyhalothrin (28.0 g ai/ha) was sprayed when soybean aphids reached economic threshold","Crop Yields","Grain Production","Soybean","Pyrethroid (Insecticide)","Foliar","Early Season Pest Management",20.2951918060247,739.09
1065,89,"2005-2",0,"soybean grain yield",NA,2,"kg/ha","LSD","mean",0,NA,NA,137.74,3,NA,NA,96.75,"0.05","untreated_foliarI","untreated","untreated soybean","lambda-cyhalothrin (Headline)","soybean managed under IPM where lambda-cyhalothrin (28.0 g ai/ha) was sprayed when soybean aphids reached economic threshold","Crop Yields","Grain Production","Soybean","Pyrethroid (Insecticide)","Foliar","Early Season Pest Management",-29.7589661681429,-40.99
1066,89,"2005-2",0,"soybean seeds per gram",NA,2,"# seeds/g","LSD","mean",0,NA,NA,7.19,3,NA,NA,6.45,"0.05","untreated_foliarI","untreated","untreated soybean","lambda-cyhalothrin (Headline)","soybean managed under IPM where lambda-cyhalothrin (28.0 g ai/ha) was sprayed when soybean aphids reached economic threshold","Crop Yields","Grain Quality","Soybean","Pyrethroid (Insecticide)","Foliar","Early Season Pest Management",-10.2920723226704,-0.74
1067,89,"2005-2",0,"soybean seeds per gram",NA,2,"# seeds/g","LSD","mean",0,NA,NA,0.06,3,NA,NA,0.14,"0.05","untreated_foliarI","untreated","untreated soybean","lambda-cyhalothrin (Headline)","soybean managed under IPM where lambda-cyhalothrin (28.0 g ai/ha) was sprayed when soybean aphids reached economic threshold","Crop Yields","Grain Quality","Soybean","Pyrethroid (Insecticide)","Foliar","Early Season Pest Management",133.333333333333,0.08
1068,84,"2011-3",3,"maize yield when soybean aphid populations reached economically damaging levels",NA,1,"kg/ha","F statistic","mean",0,3,NA,1870,2,3,NA,2263,"0.05","untreated_foliarI","untreated","untreated soybean line susceptible to aphids","lamda-cyhalothrin, bifenthrin, or chlorpyrifos (Warrior II with Zeon Technology, Tundra EC, or Lorsban Advanced)","lamda-cyhalothrin, bifenthrin, or chlorpyrifos applied to foliage at full label rates (Warrior II with Zeon Technology, Tundra EC, or Lorsban Adcanced) when soybean aphids reached economic threshold and soybean line susceptible to aphids","Crop Yields","Grain Production","Corn","Pyrethroid (Insecticide)","Foliar","Early Season Pest Management",21.0160427807487,393
